"cl"	"cluster_id"	"cluster_id_label"	"supertype_id"	"supertype_label"	"supertype_id_label"	"subclass_id"	"subclass_label"	"subclass_id_label"	"class_label"	"class_id"	"class_id_label"	"anatomical_annotation"	"notes"	"CCF_broad.freq"	"CCF_acronym.freq"	"v3.size"	"v2.size"	"multiome.size"	"cluster.markers"	"merfish.markers"	"F"	"M"	"sex.bias"	"Dark"	"Light"	"nt_type_label"	"nt_type_combo_label"
138	37	"0037 L6 IT CTX Glut_1"	13	"L6 IT CTX Glut_1"	"0013 L6 IT CTX Glut_1"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"VIS"	NA	"Isocortex:0.94"	"VISp5:0.1,VISp6a:0.1,RSPd6a:0.05,AUDp6a:0.05,RSPd5:0.05,VISpor5:0.04,TEa5:0.04,VISpl5:0.04,RSPagl5:0.03,TEa6a:0.03,AUDv6a:0.03,APr:0.03,RSPagl6a:0.03,AUDp5:0.03,AUDv5:0.03,VISl6a:0.02,SSs6a:0.02,VISpor6a:0.02,AUDd6a:0.02,VISl5:0.01,VISli5:0.01,SSp-bfd6a:0.01,VISpl6a:0.01"	1797	7762	0	"Osr1,Il1rapl2,Met,Arhgap25,Cck,Adamts2"	"Osr1,C1ql3,Met,Sv2b,Arhgap25,Adamts2"	0.35	0.65	""	0.09	0.91	"Glut"	"Glut"
105	38	"0038 L6 IT CTX Glut_2"	14	"L6 IT CTX Glut_2"	"0014 L6 IT CTX Glut_2"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"ORB"	NA	"Isocortex:0.86"	"ORBl6a:0.15,ORBvl6a:0.12,ORBm6a:0.1,fa:0.09,AId6a:0.08,ORBl5:0.06,ORBl6b:0.03,ORBl2/3:0.03,MOs6a:0.03,ORBvl5:0.02,PL6a:0.02,scwm:0.02,MOp6a:0.02,VISp5:0.02,ORBm5:0.01,AId6b:0.01,CLA:0.01"	285	3695	0	"Colq,Egr3,Penk,Trbc2"	"Serpinb8,Ighm,C1ql3,Fign,Arhgap25,Penk,Slc17a7"	0.3	0.7	""	0.03	0.97	"Glut"	"Glut"
108	39	"0039 L6 IT CTX Glut_2"	14	"L6 IT CTX Glut_2"	"0014 L6 IT CTX Glut_2"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"MO-SS"	NA	"Isocortex:1"	"MOp5:0.11,SSp-m5:0.11,SSp-bfd5:0.08,MOp2/3:0.07,SSp-ul5:0.06,SSs5:0.06,MOs5:0.05,MOs2/3:0.05,SSp-n5:0.03,SSp-ll5:0.03,SSp-m6a:0.02,VISp5:0.02,SSp-un5:0.02,SSp-bfd6a:0.02,SSp-m2/3:0.01,SSp-bfd2/3:0.01,SSp-n6a:0.01,ORBl6a:0.01,SSp-ul2/3:0.01,SSs6a:0.01"	175	1124	0	"Hspb3,Robo3,Cryab,Rspo1,Stxbp6,Igfbp6"	"Igfbp6,Rspo1,Igfbp4,Cbln4,Kazald1,Cbln2,Stxbp6,Galnt14"	0.42	0.58	""	0.03	0.97	"Glut"	"Glut"
139	40	"0040 L6 IT CTX Glut_2"	14	"L6 IT CTX Glut_2"	"0014 L6 IT CTX Glut_2"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"iCTX"	NA	"Isocortex:0.95"	"MOp6a:0.17,MOs6a:0.15,SSp-m6a:0.09,SSs6a:0.04,SSp-ul6a:0.04,SSp-bfd6a:0.03,ACAd6a:0.03,SSp-n6a:0.03,SSp-ll6a:0.02,PL6a:0.02,VISp5:0.02,AId6a:0.02,fa:0.02,MOs5:0.02,scwm:0.02,RSPd6a:0.01,RSPagl6a:0.01,VISp6a:0.01,SSp-un6a:0.01,RSPd5:0.01,VISa6a:0.01,SSs6b:0.01,RSPagl5:0.01,AUDp5:0.01,RSPv6a:0.01"	653	5009	0	"Blnk,Sulf1,Cryab,Slc30a3,Plekha2,Inpp4b,Cd34,Syndig1,Pou6f2,Megf11,Fmn1"	"Igfbp6,Lpar1,Bmpr1b,Cd34,Megf11,Galnt14,Pou6f2,Syndig1,Spon1,Cdh9,Rspo2,Sema3e"	0.26	0.74	""	0.01	0.99	"Glut"	"Glut"
140	41	"0041 L6 IT CTX Glut_2"	14	"L6 IT CTX Glut_2"	"0014 L6 IT CTX Glut_2"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"iCTX"	NA	"Isocortex:0.95"	"VISp5:0.11,MOs6a:0.1,MOp6a:0.1,SSp-m6a:0.07,SSp-bfd6a:0.05,VISp6a:0.04,SSp-ul6a:0.03,ACAd6a:0.03,SSs6a:0.03,VISl5:0.02,fa:0.02,SSp-n6a:0.02,SSp-ll6a:0.02,RSPd6a:0.02,RSPd5:0.02,RSPagl6a:0.02,MOs5:0.01,PL6a:0.01,ORBvl6a:0.01,RSPagl5:0.01,VISa6a:0.01,SSp-un6a:0.01,ORBm6a:0.01,RSPv5:0.01,VISpm5:0.01,CP:0.01,VISl6a:0.01,RSPv6a:0.01"	10212	18247	0	"Osr1,Satb2,Ighm,Chn2,Rgs8,Pdia5"	"Osr1,C1ql3,Ighm,Sv2b,Chn2,Syt10"	0.37	0.63	""	0.06	0.94	"Glut"	"Glut"
141	42	"0042 L6 IT CTX Glut_2"	14	"L6 IT CTX Glut_2"	"0014 L6 IT CTX Glut_2"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"MO-SS"	NA	"Isocortex:1"	"MOs5:0.28,MOp5:0.16,MOp6a:0.07,MOs6a:0.07,ACAd5:0.04,SSp-m6a:0.04,SSs6a:0.03,SSp-bfd6a:0.03,SSp-ul6a:0.02,SSp-ll6a:0.02,RSPd5:0.02,SSp-n6a:0.01,SSp-ul5:0.01"	3663	2490	0	"Blnk,Ighm,Galnt14,2310002F09Rik,Pld5"	"Igfbp6,Ighm,Pou3f1,Rgs6,Ccdc3,Pou6f2"	0.4	0.6	""	0.09	0.91	"Glut"	"Glut"
142	43	"0043 L6 IT CTX Glut_2"	14	"L6 IT CTX Glut_2"	"0014 L6 IT CTX Glut_2"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"MO-SS"	NA	"Isocortex:0.99"	"SSp-m6a:0.11,SSp-bfd6a:0.1,MOp5:0.07,SSp-ul6a:0.06,SSp-n6a:0.06,VISp5:0.05,SSs6a:0.04,SSp-m5:0.04,MOs5:0.04,MOp6a:0.04,SSp-ul5:0.03,SSp-ll6a:0.03,SSp-bfd5:0.02,SSs5:0.02,SSp-ll5:0.02,SSp-un6a:0.02,SSp-tr5:0.01,VISa5:0.01,MOs6a:0.01,RSPagl5:0.01"	439	2737	0	"Gm11549,Ighm,C1ql3,Pld5,Pou3f1,Chn2"	"Arhgap25,Slc30a3,Ighm,Chrm3,Pou3f1,Chn2,Cbln4"	0.49	0.51	""	0.01	0.99	"Glut"	"Glut"
106	44	"0044 L6 IT CTX Glut_3"	15	"L6 IT CTX Glut_3"	"0015 L6 IT CTX Glut_3"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"ORB-AI"	NA	"Isocortex:0.98"	"ORBl5:0.11,ORBl6a:0.1,ORBvl5:0.09,ORBm5:0.08,AId6a:0.07,AId5:0.07,SSs5:0.06,AIv5:0.04,ORBm2/3:0.03,AUDv5:0.02,GU4:0.02,GU5:0.02,ORBvl6a:0.02,SSs4:0.02,ORBm6a:0.02,MOs6a:0.01,ORBl2/3:0.01,ORBvl2/3:0.01"	419	1462	0	"Dkkl1,Fst,Il1rapl2,Fign,Susd5"	"Igfbp6,Gpx3,C1ql3,Cd24a,Fign,Adra1a"	0.4	0.6	""	0.11	0.89	"Glut"	"Glut"
107	45	"0045 L6 IT CTX Glut_3"	15	"L6 IT CTX Glut_3"	"0015 L6 IT CTX Glut_3"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"AI-TPE-SSs-AUD"	NA	"Isocortex:0.98"	"SSs5:0.13,AUDv5:0.07,TEa5:0.06,SSs6a:0.06,AUDp5:0.06,GU5:0.04,VISC5:0.04,VISpor5:0.04,VISp5:0.03,AId6a:0.02,AUDpo5:0.02,SSs4:0.02,PL5:0.02,GU4:0.02,ACAv5:0.02,VISli5:0.02,SSp-m5:0.02,MOp5:0.01,AId5:0.01,PL6a:0.01,VISl5:0.01,AIv5:0.01,AUDd5:0.01,MOp6a:0.01,ORBm6a:0.01,MOs1:0.01,VISam5:0.01,AId2/3:0.01"	160	1727	0	"Prss22,Fst,Drd1,BC006965,Ptpru,Slc30a3"	"Met,Smoc2,Lpar1,Cntnap3,Slc30a3,Pparg,Medag"	0.46	0.54	""	0.04	0.96	"Glut"	"Glut"
132	46	"0046 L6 IT CTX Glut_3"	15	"L6 IT CTX Glut_3"	"0015 L6 IT CTX Glut_3"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"SS"	NA	"Isocortex:0.99"	"SSs5:0.15,SSp-m5:0.11,SSp-bfd6a:0.1,SSp-m6a:0.07,SSs6a:0.07,SSp-bfd5:0.05,SSp-n6a:0.05,VISp5:0.04,SSp-ul5:0.04,AUDp5:0.03,SSp-ul6a:0.03,SSp-n5:0.02,MOp5:0.02,SSp-ll5:0.02,AUDd5:0.02,SSp-ll6a:0.02"	576	4237	0	"1700047F07Rik,Sema3e,Fst,Cck,Opn3,2600014E21Rik,4921539H07Rik"	"Met,Hgf,Sema3e,Pou6f2,Pou3f1,Kcng1,Cntn6,Pparg"	0.43	0.57	""	0.03	0.97	"Glut"	"Glut"
133	47	"0047 L6 IT CTX Glut_3"	15	"L6 IT CTX Glut_3"	"0015 L6 IT CTX Glut_3"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"SS"	NA	"Isocortex:1"	"SSs5:0.09,SSp-m6a:0.08,SSp-bfd6a:0.08,SSp-m5:0.07,MOs2/3:0.06,SSs6a:0.06,SSp-ul6a:0.04,SSp-ul5:0.04,SSp-n6a:0.04,SSp-bfd5:0.04,MOp5:0.03,MOp6a:0.03,SSp-ll5:0.03,MOp2/3:0.03,MOs1:0.03,SSp-ll6a:0.02,AUDp5:0.02,SSp-un6a:0.02"	238	1750	0	"1700047F07Rik,Robo3,Il1rapl2,Fst,Tmem215"	"Cd34,Lypd6,Pou3f1,Met,Tmem215,Slc17a7,Gpr88"	0.43	0.57	""	0.03	0.97	"Glut"	"Glut"
134	48	"0048 L6 IT CTX Glut_3"	15	"L6 IT CTX Glut_3"	"0015 L6 IT CTX Glut_3"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"MO-SS"	NA	"Isocortex:0.99"	"MOp6a:0.27,SSp-m6a:0.11,SSp-bfd6a:0.08,SSp-ul6a:0.06,SSp-ll6a:0.06,MOp5:0.05,MOs6a:0.04,SSs6a:0.04,SSp-n6a:0.03,VISp5:0.03,SSp-un6a:0.02,SSp-tr6a:0.02"	1455	2929	0	"Fst,Satb2,Lgr5,Plekha2"	"Igfbp6,Met,Lpar1,Pou3f1,Bmpr1b,Adamts2,Pparg"	0.35	0.65	""	0.02	0.98	"Glut"	"Glut"
112	49	"0049 L6 IT CTX Glut_4"	16	"L6 IT CTX Glut_4"	"0016 L6 IT CTX Glut_4"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"PL-ILA"	NA	"Isocortex:0.94"	"ACAv5:0.12,PL5:0.09,ILA5:0.08,GU5:0.05,TEa5:0.05,AUDv5:0.04,ORBm5:0.04,PL6a:0.04,SSs6a:0.04,TEa6a:0.03,AId5:0.02,AId6a:0.02,AIv5:0.02,VISpor5:0.02,ACAv2/3:0.02,SSs5:0.02,VISC6a:0.02,ACAv6a:0.01,APr:0.01,ECT5:0.01,ECT6a:0.01,ILA2/3:0.01"	214	1528	0	"Ptgs2,Rrad,Npy2r,Drd1"	"Igfbp6,Slc7a11,Npy2r,Nptx2,Lancl3,Bmpr1b"	0.44	0.56	""	0.06	0.94	"Glut"	"Glut"
135	50	"0050 L6 IT CTX Glut_4"	16	"L6 IT CTX Glut_4"	"0016 L6 IT CTX Glut_4"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"VIS"	NA	"Isocortex:0.97"	"VISp5:0.19,VISp6a:0.11,SSs6a:0.08,SSp-bfd6a:0.04,AUDd6a:0.04,AUDp5:0.04,AUDp6a:0.04,RSPd5:0.03,VISa6a:0.03,VISl5:0.03,VISrl6a:0.03,AUDv6a:0.02,RSPagl5:0.02,VISpor5:0.02,VISam6a:0.02,VISli5:0.02,VISpm5:0.02,RSPagl6a:0.02,RSPd6a:0.02"	161	5205	0	"Osr1,Met,Gm5820,1700023F02Rik,Sh2d4b"	"Osr1,Met,Chn2,Adcyap1,Drd1,Bmp3"	0.25	0.75	""	0	1	"Glut"	"Glut"
136	51	"0051 L6 IT CTX Glut_4"	16	"L6 IT CTX Glut_4"	"0016 L6 IT CTX Glut_4"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"VIS"	NA	"Isocortex:0.98"	"VISp5:0.32,VISp6a:0.06,AUDp5:0.05,VISl5:0.05,SSp-bfd6a:0.05,SSs6a:0.04,AUDd6a:0.04,AUDp6a:0.04,RSPd5:0.04,SSs5:0.04,VISam5:0.03,VISli5:0.03,AUDv5:0.02,TEa5:0.02,AUDpo5:0.02"	186	1468	0	"A830029E22Rik,Tnfaip6,Il1rapl2,Fst"	"Egr2,Col18a1,C1ql3,Ror1,Cd24a"	0.32	0.68	""	0.02	0.98	"Glut"	"Glut"
137	52	"0052 L6 IT CTX Glut_4"	16	"L6 IT CTX Glut_4"	"0016 L6 IT CTX Glut_4"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"VIS"	NA	"Isocortex:0.96"	"VISp5:0.28,VISp6a:0.12,VISl5:0.05,SSp-bfd6a:0.04,RSPd5:0.04,RSPagl5:0.04,RSPd6a:0.03,VISpm5:0.03,RSPagl6a:0.02,MOp6a:0.02,VISrl6a:0.02,MOs6a:0.02,VISl6a:0.02,SSs6a:0.02,ACAd6a:0.01,VISpor5:0.01,AUDp5:0.01,VISa6a:0.01,VISli5:0.01,VISam5:0.01"	484	9361	0	"Adgrd1,1700023F02Rik,Tnfaip6,Lrrc55,Pde7b"	"Egr2,Bmp3,Plpp4,Fbln2,Chn2,Megf11,Sorcs3"	0.28	0.72	""	0.01	0.99	"Glut"	"Glut"
109	53	"0053 L6 IT CTX Glut_5"	17	"L6 IT CTX Glut_5"	"0017 L6 IT CTX Glut_5"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"ACA"	NA	"Isocortex:1"	"ACAd5:0.2,ACAv5:0.16,PL6a:0.11,PL5:0.1,MOs5:0.08,ACAd6a:0.07,MOs6a:0.05,ACAv6a:0.03,AId6a:0.02"	476	4043	0	"Gm48530,Rxfp1,Tll2,Scn4b"	"Osr1,Rxfp1,Ighm,Unc13c"	0.38	0.62	""	0.05	0.95	"Glut"	"Glut"
110	54	"0054 L6 IT CTX Glut_5"	17	"L6 IT CTX Glut_5"	"0017 L6 IT CTX Glut_5"	4	"L6 IT CTX Glut"	"004 L6 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"ACA-AI-FRP"	"HZ: reassign some cells?"	"Isocortex:0.99"	"MOs5:0.32,MOp5:0.15,ACAd5:0.12,PL5:0.07,AId5:0.05,ACAv5:0.04,MOs2/3:0.03,FRP5:0.03,PL2/3:0.02"	1286	1918	0	"Blnk,Il1rapl2,Ccn4,Rprm,Adamts18,Gpc6"	"Arhgap25,C1ql3,Smoc2,Stxbp6,Kcng1,Slc17a7,Cbln2"	0.41	0.59	""	0.16	0.84	"Glut"	"Glut"
98	55	"0055 L5 IT CTX Glut_1"	18	"L5 IT CTX Glut_1"	"0018 L5 IT CTX Glut_1"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"ORB"	NA	"Isocortex:0.96"	"ORBl6a:0.26,ORBvl6a:0.13,ORBl5:0.13,AId6a:0.12,MOs6a:0.08,ORBl2/3:0.05,ORBvl5:0.05"	837	2567	0	"Tcap,Cbln2,Colq,Sema3d"	"Serpinb8,Cbln4,Col24a1,Hs3st2,Gpx3,Lamp5"	0.34	0.66	""	0.1	0.9	"Glut"	"Glut"
99	56	"0056 L5 IT CTX Glut_1"	18	"L5 IT CTX Glut_1"	"0018 L5 IT CTX Glut_1"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"MO-SS-VIS"	NA	"Isocortex:0.99"	"VISp5:0.2,MOp5:0.08,SSs5:0.06,MOs5:0.05,SSp-bfd5:0.04,VISl5:0.04,SSp-ul5:0.04,VISrl5:0.03,SSp-ll5:0.03,VISa5:0.03,RSPagl5:0.03,RSPd5:0.02,SSp-tr5:0.02,AUDp5:0.02,VISam5:0.02,VISpm5:0.02,AUDd5:0.02,ACAd5:0.02,VISal5:0.02,SSp-un5:0.01,ACAv5:0.01,SSp-m5:0.01"	2532	7594	0	"Colq,Egr3,Rxfp1,Col15a1,Gm49678,Inhba"	"Igfbp6,Arhgap25,Maf,Sv2b,Rxfp1,Cdh20,Bmp3"	0.36	0.64	""	0.08	0.92	"Glut"	"Glut"
100	57	"0057 L5 IT CTX Glut_1"	18	"L5 IT CTX Glut_1"	"0018 L5 IT CTX Glut_1"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"ACA"	NA	"Isocortex:1"	"ACAv5:0.28,ACAd5:0.18,VISp5:0.1,MOs5:0.05,RSPagl5:0.04,RSPd5:0.04,PL5:0.03,VISpm5:0.02,ORBl5:0.02,RSPv5:0.02,VISa5:0.02,ACAd2/3:0.02"	122	931	0	"Gm40331,Otx1,Sema3d,Wwtr1"	"Cd34,Cbln4,Igfbp4,Ptprm,Rxfp1,Egfem1"	0.45	0.55	""	0.07	0.93	"Glut"	"Glut"
191	58	"0058 L5 IT CTX Glut_2"	19	"L5 IT CTX Glut_2"	"0019 L5 IT CTX Glut_2"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"ACAd-RSPagl"	NA	"Isocortex:0.98"	"ACAd5:0.1,ACAv5:0.1,MOs2/3:0.09,RSPd5:0.08,RSPagl5:0.08,MOs5:0.07,RSPagl2/3:0.07,VISam5:0.04,VISam4:0.03,ACAd2/3:0.03,VISpm5:0.03,RSPd2/3:0.02,VISa4:0.02,TEa5:0.02,VISpm4:0.02,ACAv2/3:0.02,MOp2/3:0.01"	778	4496	0	"Dkkl1,Arhgap25,Il1rapl2,Egln3,Ramp3,Gpr88,Blnk,Egfem1,Ptprd"	"Cd34,Arhgap25,Egln3,Grm8,Ramp3,Gpr88,Egfem1,Bmp3"	0.36	0.64	""	0.07	0.93	"Glut"	"Glut"
203	59	"0059 L5 IT CTX Glut_2"	19	"L5 IT CTX Glut_2"	"0019 L5 IT CTX Glut_2"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"RSPd-RSPv"	NA	"Isocortex:0.99"	"RSPv5:0.36,RSPd5:0.19,RSPd2/3:0.11,RSPagl2/3:0.1,ACAv5:0.09"	575	2469	0	"Cd34,Prkch,Il1rapl2,Prlr"	"Cd34,Arhgap25,Npnt,Unc5d,Gpr88"	0.41	0.59	""	0.09	0.91	"Glut"	"Glut"
202	60	"0060 L5 IT CTX Glut_2"	19	"L5 IT CTX Glut_2"	"0019 L5 IT CTX Glut_2"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"RSPd-RSPv"	NA	"Isocortex:1"	"RSPd2/3:0.28,RSPv5:0.22,ACAv5:0.15,RSPv2/3:0.12,RSPagl2/3:0.06"	3174	9313	0	"Gm13601,Scnn1a,Zfp804b,Tcerg1l,Nrn1"	"Cd34,Npnt,Slc30a3,Ptger3,Tmem215,Lypd1"	0.47	0.53	""	0.12	0.88	"Glut"	"Glut"
192	61	"0061 L5 IT CTX Glut_3"	20	"L5 IT CTX Glut_3"	"0020 L5 IT CTX Glut_3"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"MO"	NA	"Isocortex:1"	"MOp5:0.2,MOp2/3:0.13,MOs5:0.12,MOs2/3:0.08,SSp-ll5:0.06,SSp-ul5:0.04,SSs5:0.03,SSp-ll4:0.03,SSp-tr5:0.03,SSp-ul4:0.02,RSPagl5:0.02,VISa5:0.02,VISa4:0.02,SSp-tr4:0.02"	9873	9487	0	"Myl4,Rxfp2,Il1rapl2,Cdh20,Arhgap25,Necab1,Bmpr1b,Cntnap5a"	"Arhgap25,Slc30a3,Ptprm,Bmpr1b,Stxbp6,Serpinb8,Cdh20,Necab1"	0.38	0.62	""	0.05	0.95	"Glut"	"Glut"
193	62	"0062 L5 IT CTX Glut_3"	20	"L5 IT CTX Glut_3"	"0020 L5 IT CTX Glut_3"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"SS"	NA	"Isocortex:0.99"	"VISp5:0.16,SSp-m5:0.13,SSp-bfd5:0.1,SSp-n5:0.05,SSp-ul5:0.04,SSs5:0.04,RSPd5:0.04,AUDp5:0.03,ORBl5:0.03,VISa5:0.02,VISl5:0.02,RSPagl5:0.02,VISp4:0.02,VISpm5:0.02,VISli5:0.01,VISrl5:0.01,SSs4:0.01,RSPd2/3:0.01,VISpor5:0.01,MOs5:0.01,SSp-ll5:0.01"	174	1565	0	"Myl4,Colq,Tox2,Dkkl1,Col6a1,Cdh20"	"Arhgap25,Rorb,Stxbp6,Cpa6,Cdh20,Spock3,Sema3e"	0.29	0.71	""	0.02	0.98	"Glut"	"Glut"
204	63	"0063 L5 IT CTX Glut_4"	21	"L5 IT CTX Glut_4"	"0021 L5 IT CTX Glut_4"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"SS-VIS"	NA	"Isocortex:1"	"SSp-bfd5:0.1,VISp4:0.1,SSp-bfd4:0.09,SSp-m4:0.08,VISp5:0.08,SSp-n5:0.07,SSp-m5:0.07,SSp-ul4:0.06,SSp-n4:0.05,SSs5:0.04,SSs4:0.03,SSp-ul5:0.03,MOp2/3:0.02"	73	9	0	"Gm10635,Batf3,Vwc2l"	"Arhgap25,Slc17a6,Cdh20,Stxbp6,Vwc2l,St3gal1"	0.44	0.56	""	0.13	0.87	"Glut"	"Glut"
169	64	"0064 L5 IT CTX Glut_4"	21	"L5 IT CTX Glut_4"	"0021 L5 IT CTX Glut_4"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"VIS"	NA	"Isocortex:0.99"	"VISp5:0.25,VISp4:0.14,VISl4:0.08,VISa4:0.03,VISpm4:0.03,VISpm5:0.03,VISli4:0.02,VISal4:0.02,VISpl2/3:0.02,VISl5:0.02,VISrl4:0.02,SSp-ll4:0.02,VISpm2/3:0.02,VISrl5:0.02,RSPd2/3:0.01,RSPagl5:0.01,VISpor4:0.01,MOs2/3:0.01,SSp-tr4:0.01,SSp-ul4:0.01,RSPagl2/3:0.01"	1010	6585	0	"Myl4,Batf3,Gpr88,Kcnj16,Rorb,Ccdc80"	"Cd34,Arhgap25,Gpr88,Slc17a6,Stxbp6,Nos1,Igfbp6"	0.26	0.74	""	0.03	0.97	"Glut"	"Glut"
102	65	"0065 L5 IT CTX Glut_5"	22	"L5 IT CTX Glut_5"	"0022 L5 IT CTX Glut_5"	5	"L5 IT CTX Glut"	"005 L5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"PL-ILA, AI"	"HZ: close to L6 IT CTX, check more detailed UMAP"	"Isocortex:1"	"ILA5:0.18,ACAv5:0.15,PL5:0.14,ILA2/3:0.08,ORBm5:0.07,ACAv2/3:0.06,PL6a:0.05,AId5:0.04,GU5:0.03,ORBm6a:0.03"	791	1669	0	"4933406J09Rik,Cck,Dkk2,Cd24a,Chst9,Prss22"	"Smoc2,Bmp3,Cd24a,Rmst,Oprd1,Chst9"	0.45	0.55	""	0.16	0.84	"Glut"	"Glut"
164	66	"0066 L4/5 IT CTX Glut_1"	23	"L4/5 IT CTX Glut_1"	"0023 L4/5 IT CTX Glut_1"	6	"L4/5 IT CTX Glut"	"006 L4/5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"RSP-ACA"	NA	"Isocortex:0.98"	"RSPagl2/3:0.15,ACAd5:0.1,MOs2/3:0.08,ACAv5:0.07,ACAd2/3:0.07,VISam2/3:0.07,ACAv2/3:0.05,MOs5:0.05,VISpm2/3:0.05,VISpl2/3:0.03,VISam4:0.03,RSPagl5:0.02,RSPd2/3:0.02,RSPd5:0.02,TEa5:0.02"	132	1749	0	"Susd5,Met,St8sia2,Klhl13,Slc17a7"	"Met,Cd34,Ptger3,Gpr88,Cbln1,Adcyap1,Egr2"	0.38	0.62	""	0.04	0.96	"Glut"	"Glut"
166	67	"0067 L4/5 IT CTX Glut_1"	23	"L4/5 IT CTX Glut_1"	"0023 L4/5 IT CTX Glut_1"	6	"L4/5 IT CTX Glut"	"006 L4/5 IT CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"VIS-SS"	NA	"Isocortex:0.99"	"SSs4:0.14,AUDp4:0.14,AUDv4:0.06,SSp-bfd4:0.05,VISl2/3:0.04,TEa4:0.03,VISli2/3:0.03,ORBl2/3:0.03,VISl4:0.03,SSp-m4:0.03,AUDd4:0.02,VISpor2/3:0.02,VISrl4:0.02,VISC4:0.02,VISpor4:0.02,VISal2/3:0.02,ORBl5:0.02,VISpl2/3:0.02,AUDp2/3:0.02,TEa2/3:0.02,AUDp5:0.02,AUDpo4:0.01"	246	4036	0	"BC006965,Endou,Il1rapl2,Ankfn1,Ccdc80"	"Ccdc3,Rorb,Ptger3,Gpx3,Slc17a7,Col8a1,Ankfn1,Slc30a3"	0.55	0.45	""	0.03	0.97	"Glut"	"Glut"
