ens,symbol,allenGenes
ENSMUSG00000113975,Gm36372,Gm36372
ENSMUSG00000113586,Gm48606,Gm48606
ENSMUSG00000113892,Gm48605,Gm48605
ENSMUSG00000020593,Lpin1,Lpin1
ENSMUSG00000020591,Ntsr2,Ntsr2
ENSMUSG00000036523,Greb1,Greb1
ENSMUSG00000114049,Gm48140,Gm48140
ENSMUSG00000113897,Gm48227,Gm48227
ENSMUSG00000057469,E2f6,E2f6
ENSMUSG00000114018,Gm36495,Gm36495
ENSMUSG00000020580,Rock2,Rock2
ENSMUSG00000045679,Pqlc3,Pqlc3
ENSMUSG00000071398,2410004P03Rik,2410004P03Rik
ENSMUSG00000113447,Gm48538,Gm48538
ENSMUSG00000051726,Kcnf1,Kcnf1
ENSMUSG00000020571,Pdia6,Pdia6
ENSMUSG00000020566,Atp6v1c2,Atp6v1c2
ENSMUSG00000114024,Gm46336,Gm46336
ENSMUSG00000061458,Nol10,Nol10
ENSMUSG00000113246,Gm36752,Gm36752
ENSMUSG00000011179,Odc1,Odc1
ENSMUSG00000113093,Gm36862,Gm36862
ENSMUSG00000114062,Gm48313,Gm48313
ENSMUSG00000071379,Hpcal1,Hpcal1
ENSMUSG00000073197,5730507C01Rik,5730507C01Rik
ENSMUSG00000116744,Gm49764,Gm49764
ENSMUSG00000114188,Gm40849,Gm40849
ENSMUSG00000073184,Gm49957,Gm49957
ENSMUSG00000093908,Gm5784,Gm5784
ENSMUSG00000116705,Gm29737,Gm29737
ENSMUSG00000116775,Gm49769,Gm49769
ENSMUSG00000113300,Gm49371,Gm49371
ENSMUSG00000095470,Gm21863,Gm21863
ENSMUSG00000116736,Gm49692,Gm49692
ENSMUSG00000116606,Gm10479,Gm10479
ENSMUSG00000116537,Gm49698,Gm49698
ENSMUSG00000113157,Gm48693,Gm48693
ENSMUSG00000116883,Gm49700,Gm49700
ENSMUSG00000052632,Asap2,Asap2
ENSMUSG00000116627,Gm30124,Gm30124
ENSMUSG00000062352,Itgb1bp1,Itgb1bp1
ENSMUSG00000092373,Gm20535,Gm20535
ENSMUSG00000054309,Cpsf3,Cpsf3
ENSMUSG00000062054,Iah1,Iah1
ENSMUSG00000052593,Adam17,Adam17
ENSMUSG00000116819,Gm49586,Gm49586
ENSMUSG00000076432,Ywhaq,Ywhaq
ENSMUSG00000097055,Gm4419,Gm4419
ENSMUSG00000093846,Gm4425,Gm4425
ENSMUSG00000114006,Gm47997,Gm47997
ENSMUSG00000073164,2410018L13Rik,2410018L13Rik
ENSMUSG00000073158,9030624G23Rik,9030624G23Rik
ENSMUSG00000059669,Taf1b,Taf1b
ENSMUSG00000020656,Grhl1,Grhl1
ENSMUSG00000020653,Klf11,Klf11
ENSMUSG00000062563,Cys1,Cys1
ENSMUSG00000020649,Rrm2,Rrm2
ENSMUSG00000114076,Gm48896,Gm48896
ENSMUSG00000113621,2900060N12Rik,2900060N12Rik
ENSMUSG00000020646,Mboat2,Mboat2
ENSMUSG00000113774,Gm36236,Gm36236
ENSMUSG00000036333,Kidins220,Kidins220
ENSMUSG00000114148,Gm47701,Gm47701
ENSMUSG00000020644,Id2,Id2
ENSMUSG00000112937,Gm17746,Gm17746
ENSMUSG00000113587,Gm36287,Gm36287
ENSMUSG00000114033,Gm47705,Gm47705
ENSMUSG00000114105,Gm47713,Gm47713
ENSMUSG00000113669,Gm36723,Gm36723
ENSMUSG00000113827,Gm47733,Gm47733
ENSMUSG00000113550,Gm29687,Gm29687
ENSMUSG00000113115,4930480M12Rik,4930480M12Rik
ENSMUSG00000113813,Gm29968,Gm29968
ENSMUSG00000020642,Rnf144a,Rnf144a
ENSMUSG00000114048,4930549C15Rik,4930549C15Rik
ENSMUSG00000020641,Rsad2,Rsad2
ENSMUSG00000020638,Cmpk2,Cmpk2
ENSMUSG00000113628,1700020D12Rik,1700020D12Rik
ENSMUSG00000113524,Gm47847,Gm47847
ENSMUSG00000113218,4933409F18Rik,4933409F18Rik
ENSMUSG00000094002,Gm9866,Gm9866
ENSMUSG00000063632,Sox11,Sox11
ENSMUSG00000113421,Gm4166,Gm4166
ENSMUSG00000113616,Gm45941,Gm45941
ENSMUSG00000113967,Gm31025,Gm31025
ENSMUSG00000113235,Gm47872,Gm47872
ENSMUSG00000113939,Gm47871,Gm47871
ENSMUSG00000020633,Dcdc2c,Dcdc2c
ENSMUSG00000020636,Allc,Allc
ENSMUSG00000036655,Colec11,Colec11
ENSMUSG00000061477,Rps7,Rps7
ENSMUSG00000020630,Rnaseh1,Rnaseh1
ENSMUSG00000020629,Adi1,Adi1
ENSMUSG00000020628,Trappc12,Trappc12
ENSMUSG00000036613,Eipr1,Eipr1
ENSMUSG00000113886,Gm48905,Gm48905
ENSMUSG00000113387,Gm31508,Gm31508
ENSMUSG00000113544,4833405L11Rik,4833405L11Rik
ENSMUSG00000113986,Gm31333,Gm31333
ENSMUSG00000112390,Gm20208,Gm20208
ENSMUSG00000061911,Myt1l,Myt1l
ENSMUSG00000112663,C630031E19Rik,C630031E19Rik
ENSMUSG00000020674,Pxdn,Pxdn
ENSMUSG00000020673,Tpo,Tpo
ENSMUSG00000085472,Gm15691,Gm15691
ENSMUSG00000020672,Sntg2,Sntg2
ENSMUSG00000102098,2310016D03Rik,2310016D03Rik
ENSMUSG00000100674,Gm28806,Gm28806
ENSMUSG00000043061,Tmem18,Tmem18
ENSMUSG00000054204,Alkal2,Alkal2
ENSMUSG00000044573,Acp1,Acp1
ENSMUSG00000020669,Sh3yl1,Sh3yl1
ENSMUSG00000036136,Fam110c,Fam110c
ENSMUSG00000112876,Gm32443,Gm32443
ENSMUSG00000095953,6030469F06Rik,6030469F06Rik
ENSMUSG00000112187,Gm6993,Gm6993
ENSMUSG00000002900,Lamb1,Lamb1
ENSMUSG00000020664,Dld,Dld
ENSMUSG00000001225,Slc26a3,Slc26a3
ENSMUSG00000020659,Cbll1,Cbll1
ENSMUSG00000099851,Gm29542,Gm29542
ENSMUSG00000020651,Slc26a4,Slc26a4
ENSMUSG00000020650,Bcap29,Bcap29
ENSMUSG00000020648,Dus4l,Dus4l
ENSMUSG00000035933,Cog5,Cog5
ENSMUSG00000044067,Gpr22,Gpr22
ENSMUSG00000111987,Gm48809,Gm48809
ENSMUSG00000002996,Hbp1,Hbp1
ENSMUSG00000002997,Prkar2b,Prkar2b
ENSMUSG00000112569,Gm33111,Gm33111
ENSMUSG00000112071,5430401H09Rik,5430401H09Rik
ENSMUSG00000020573,Pik3cg,Pik3cg
ENSMUSG00000112578,Gm33308,Gm33308
ENSMUSG00000090946,Ccdc71l,Ccdc71l
ENSMUSG00000112865,Gm40375,Gm40375
ENSMUSG00000020572,Nampt,Nampt
ENSMUSG00000112166,Gm47948,Gm47948
ENSMUSG00000097494,4933406C10Rik,4933406C10Rik
ENSMUSG00000020570,Sypl,Sypl
ENSMUSG00000035860,Cdhr3,Cdhr3
ENSMUSG00000052125,F730043M19Rik,F730043M19Rik
ENSMUSG00000084979,Gm16267,Gm16267
ENSMUSG00000020564,Atxn7l1,Atxn7l1
ENSMUSG00000079143,Atxn7l1os1,Atxn7l1os1
ENSMUSG00000085664,Atxn7l1os2,Atxn7l1os2
ENSMUSG00000020562,Efcab10,Efcab10
ENSMUSG00000020561,Twistnb,Twistnb
ENSMUSG00000114082,Gm40383,Gm40383
ENSMUSG00000046518,Ferd3l,Ferd3l
ENSMUSG00000035799,Twist1,Twist1
ENSMUSG00000004698,Hdac9,Hdac9
ENSMUSG00000113386,Gm47357,Gm47357
ENSMUSG00000092305,Prps1l1,Prps1l1
ENSMUSG00000020590,Snx13,Snx13
ENSMUSG00000019256,Ahr,Ahr
ENSMUSG00000113741,Gm48236,Gm48236
ENSMUSG00000113580,Gm48237,Gm48237
ENSMUSG00000113548,Gm34047,Gm34047
ENSMUSG00000113985,9130015A21Rik,9130015A21Rik
ENSMUSG00000036231,Agr3,Agr3
ENSMUSG00000020581,Agr2,Agr2
ENSMUSG00000020577,Tspan13,Tspan13
ENSMUSG00000020547,Bzw2,Bzw2
ENSMUSG00000036188,Ankmy2,Ankmy2
ENSMUSG00000020545,Lrrc72,Lrrc72
ENSMUSG00000113832,Gm40392,Gm40392
ENSMUSG00000036169,Sostdc1,Sostdc1
ENSMUSG00000114141,Gm34215,Gm34215
ENSMUSG00000091007,D630036H23Rik,D630036H23Rik
ENSMUSG00000043153,Crppa,Crppa
ENSMUSG00000113064,Gm40394,Gm40394
ENSMUSG00000113507,Gm48613,Gm48613
ENSMUSG00000114052,Gm48616,Gm48616
ENSMUSG00000113764,Gm48617,Gm48617
ENSMUSG00000101067,Gm29007,Gm29007
ENSMUSG00000036144,Meox2,Meox2
ENSMUSG00000050103,Agmo,Agmo
ENSMUSG00000113005,Gm34408,Gm34408
ENSMUSG00000036095,Dgkb,Dgkb
ENSMUSG00000113608,Gm48715,Gm48715
ENSMUSG00000112967,4930428E07Rik,4930428E07Rik
ENSMUSG00000004151,Etv1,Etv1
ENSMUSG00000113933,Gm34611,Gm34611
ENSMUSG00000113092,Gm34662,Gm34662
ENSMUSG00000113272,Gm34809,Gm34809
ENSMUSG00000114079,Gm47855,Gm47855
ENSMUSG00000113343,Gm34923,Gm34923
ENSMUSG00000113384,Gm47859,Gm47859
ENSMUSG00000113874,Gm47868,Gm47868
ENSMUSG00000047446,Arl4a,Arl4a
ENSMUSG00000086315,Arl4aos,Arl4aos
ENSMUSG00000002565,Scin,Scin
ENSMUSG00000071342,Lsmem1,Lsmem1
ENSMUSG00000090387,Gm17056,Gm17056
ENSMUSG00000001627,Ifrd1,Ifrd1
ENSMUSG00000090582,Gm17024,Gm17024
ENSMUSG00000035983,Gm7008,Gm7008
ENSMUSG00000055917,Zfp277,Zfp277
ENSMUSG00000035954,Dock4,Dock4
ENSMUSG00000056899,Immp2l,Immp2l
ENSMUSG00000113994,Gm47375,Gm47375
ENSMUSG00000113086,Gm47376,Gm47376
ENSMUSG00000113454,Gm47373,Gm47373
ENSMUSG00000113516,Gm47368,Gm47368
ENSMUSG00000036295,Lrrn3,Lrrn3
ENSMUSG00000113105,Gm47371,Gm47371
ENSMUSG00000113370,Gm46348,Gm46348
ENSMUSG00000113989,Gm47013,Gm47013
ENSMUSG00000112898,Gm47020,Gm47020
ENSMUSG00000112407,Gm33340,Gm33340
ENSMUSG00000112904,Gm47030,Gm47030
ENSMUSG00000112258,Gm10165,Gm10165
ENSMUSG00000111960,Gm46349,Gm46349
ENSMUSG00000014905,Dnajb9,Dnajb9
ENSMUSG00000112547,Gm47096,Gm47096
ENSMUSG00000036257,Pnpla8,Pnpla8
ENSMUSG00000020598,Nrcam,Nrcam
ENSMUSG00000046314,Stxbp6,Stxbp6
ENSMUSG00000086012,Gm15902,Gm15902
ENSMUSG00000112112,Gm48508,Gm48508
ENSMUSG00000092404,Gm9921,Gm9921
ENSMUSG00000112054,Gm33680,Gm33680
ENSMUSG00000112859,Gm48522,Gm48522
ENSMUSG00000112174,Gm48535,Gm48535
ENSMUSG00000112410,B230217J21Rik,B230217J21Rik
ENSMUSG00000021047,Nova1,Nova1
ENSMUSG00000112232,Gm48578,Gm48578
ENSMUSG00000112763,Gm34304,Gm34304
ENSMUSG00000020950,Foxg1,Foxg1
ENSMUSG00000104861,3110039M20Rik,3110039M20Rik
ENSMUSG00000100844,1810007C17Rik,1810007C17Rik
ENSMUSG00000112353,Gm40418,Gm40418
ENSMUSG00000002688,Prkd1,Prkd1
ENSMUSG00000112372,Gm48779,Gm48779
ENSMUSG00000112685,Gm40421,Gm40421
ENSMUSG00000111986,1700008C04Rik,1700008C04Rik
ENSMUSG00000035293,G2e3,G2e3
ENSMUSG00000020952,Scfd1,Scfd1
ENSMUSG00000020953,Coch,Coch
ENSMUSG00000020954,Strn3,Strn3
ENSMUSG00000020955,Ap4s1,Ap4s1
ENSMUSG00000035247,Hectd1,Hectd1
ENSMUSG00000035181,Heatr5a,Heatr5a
ENSMUSG00000020956,Dtd2,Dtd2
ENSMUSG00000035148,Gpr33,Gpr33
ENSMUSG00000035142,Nubpl,Nubpl
ENSMUSG00000112139,Gm47431,Gm47431
ENSMUSG00000111982,Gm35135,Gm35135
ENSMUSG00000112437,Gm35188,Gm35188
ENSMUSG00000035133,Arhgap5,Arhgap5
ENSMUSG00000100315,1700031P21Rik,1700031P21Rik
ENSMUSG00000112412,Gm35239,Gm35239
ENSMUSG00000061603,Akap6,Akap6
ENSMUSG00000021010,Npas3,Npas3
ENSMUSG00000113179,1700030L22Rik,1700030L22Rik
ENSMUSG00000099407,1700060O08Rik,1700060O08Rik
ENSMUSG00000112549,Gm35818,Gm35818
ENSMUSG00000035105,Egln3,Egln3
ENSMUSG00000112821,1700104L18Rik,1700104L18Rik
ENSMUSG00000112705,Gm47552,Gm47552
ENSMUSG00000113970,Gm7550,Gm7550
ENSMUSG00000112053,Gm46328,Gm46328
ENSMUSG00000113947,Gm10465,Gm10465
ENSMUSG00000044408,Sptssa,Sptssa
ENSMUSG00000113096,Gm40884,Gm40884
ENSMUSG00000054302,Eapp,Eapp
ENSMUSG00000005656,Snx6,Snx6
ENSMUSG00000062929,Cfl2,Cfl2
ENSMUSG00000113209,1700081N11Rik,1700081N11Rik
ENSMUSG00000035021,Baz1a,Baz1a
ENSMUSG00000092233,Gm20403,Gm20403
ENSMUSG00000062198,2700097O09Rik,2700097O09Rik
ENSMUSG00000073079,Srp54a,Srp54a
ENSMUSG00000095595,Fam177a,Fam177a
ENSMUSG00000112449,Srp54b,Srp54b
ENSMUSG00000094103,1700047I17Rik2,1700047I17Rik2
ENSMUSG00000079108,Srp54c,Srp54c
ENSMUSG00000021022,Ppp2r3c,Ppp2r3c
ENSMUSG00000021023,Prorp,Prorp
ENSMUSG00000021024,Psma6,Psma6
ENSMUSG00000021025,Nfkbia,Nfkbia
ENSMUSG00000112348,Gm36634,Gm36634
ENSMUSG00000063129,Aldoart2,Aldoart2
ENSMUSG00000045440,Insm2,Insm2
ENSMUSG00000021027,Ralgapa1,Ralgapa1
ENSMUSG00000012076,Brms1l,Brms1l
ENSMUSG00000112211,Gm47682,Gm47682
ENSMUSG00000112164,Gm19990,Gm19990
ENSMUSG00000021028,Mbip,Mbip
ENSMUSG00000112343,Sfta3-ps,Sfta3-ps
ENSMUSG00000001496,Nkx2-1,Nkx2-1
ENSMUSG00000098172,Gm26973,Gm26973
ENSMUSG00000092515,C87198,C87198
ENSMUSG00000058669,Nkx2-9,Nkx2-9
ENSMUSG00000089894,Gm15524,Gm15524
ENSMUSG00000001497,Pax9,Pax9
ENSMUSG00000035472,Slc25a21,Slc25a21
ENSMUSG00000079104,Prps1l3,Prps1l3
ENSMUSG00000047022,Mipol1,Mipol1
ENSMUSG00000086372,Gm16246,Gm16246
ENSMUSG00000035451,Foxa1,Foxa1
ENSMUSG00000046782,Ttc6,Ttc6
ENSMUSG00000085851,4921518K17Rik,4921518K17Rik
ENSMUSG00000112911,BC042761,BC042761
ENSMUSG00000112704,Gm46329,Gm46329
ENSMUSG00000035431,Sstr1,Sstr1
ENSMUSG00000045930,Clec14a,Clec14a
ENSMUSG00000112785,Gm47645,Gm47645
ENSMUSG00000097443,Gm17529,Gm17529
ENSMUSG00000020986,Sec23a,Sec23a
ENSMUSG00000060121,Gemin2,Gemin2
ENSMUSG00000020993,Trappc6b,Trappc6b
ENSMUSG00000020994,Pnn,Pnn
ENSMUSG00000021000,Mia2,Mia2
ENSMUSG00000035329,Fbxo33,Fbxo33
ENSMUSG00000114112,Gm48301,Gm48301
ENSMUSG00000113429,Gm20063,Gm20063
ENSMUSG00000035653,Lrfn5,Lrfn5
ENSMUSG00000113208,Gm48421,Gm48421
ENSMUSG00000113152,Gm48422,Gm48422
ENSMUSG00000043060,Fscb,Fscb
ENSMUSG00000047227,Gm527,Gm527
ENSMUSG00000020948,Klhl28,Klhl28
ENSMUSG00000035614,Togaram1,Togaram1
ENSMUSG00000113298,Gm48559,Gm48559
ENSMUSG00000035597,Prpf39,Prpf39
ENSMUSG00000020949,Fkbp3,Fkbp3
ENSMUSG00000055884,Fancm,Fancm
ENSMUSG00000047534,Mis18bp1,Mis18bp1
ENSMUSG00000113228,4930471E15Rik,4930471E15Rik
ENSMUSG00000113233,Gm31063,Gm31063
ENSMUSG00000035560,Wdr20rt,Wdr20rt
ENSMUSG00000060499,Rpl10l,Rpl10l
ENSMUSG00000114093,Gm47979,Gm47979
ENSMUSG00000034912,Mdga2,Mdga2
ENSMUSG00000114010,Gm47432,Gm47432
ENSMUSG00000113526,Gm47453,Gm47453
ENSMUSG00000113867,Gm47456,Gm47456
ENSMUSG00000113433,Gm47489,Gm47489
ENSMUSG00000113320,Gm47515,Gm47515
ENSMUSG00000113098,Gm2912,Gm2912
ENSMUSG00000113716,Gm47518,Gm47518
ENSMUSG00000113158,Gm31447,Gm31447
ENSMUSG00000034892,Rps29,Rps29
ENSMUSG00000034883,Lrr1,Lrr1
ENSMUSG00000049751,Rpl36al,Rpl36al
ENSMUSG00000043998,Mgat2,Mgat2
ENSMUSG00000020973,Dnaaf2,Dnaaf2
ENSMUSG00000097061,9330151L19Rik,9330151L19Rik
ENSMUSG00000020974,Pole2,Pole2
ENSMUSG00000113190,Gm47545,Gm47545
ENSMUSG00000051890,Klhdc1,Klhdc1
ENSMUSG00000085539,Gm15561,Gm15561
ENSMUSG00000020978,Klhdc2,Klhdc2
ENSMUSG00000020982,Nemf,Nemf
ENSMUSG00000052673,Gm9887,Gm9887
ENSMUSG00000044147,Arf6,Arf6
ENSMUSG00000113035,5830428M24Rik,5830428M24Rik
ENSMUSG00000049882,Vcpkmt,Vcpkmt
ENSMUSG00000034801,Sos2,Sos2
ENSMUSG00000020988,L2hgdh,L2hgdh
ENSMUSG00000054894,Dmac2l,Dmac2l
ENSMUSG00000020990,Cdkl1,Cdkl1
ENSMUSG00000020992,4930512B01Rik,4930512B01Rik
ENSMUSG00000034761,Map4k5,Map4k5
ENSMUSG00000021066,Atl1,Atl1
ENSMUSG00000021067,Sav1,Sav1
ENSMUSG00000021068,Nin,Nin
ENSMUSG00000114099,Gm48695,Gm48695
ENSMUSG00000090121,Abhd12b,Abhd12b
ENSMUSG00000021069,Pygl,Pygl
ENSMUSG00000085298,F730035M05Rik,F730035M05Rik
ENSMUSG00000021071,Trim9,Trim9
ENSMUSG00000113694,Gm48747,Gm48747
ENSMUSG00000112945,Gm32151,Gm32151
ENSMUSG00000021072,Tmx1,Tmx1
ENSMUSG00000113944,Gm48847,Gm48847
ENSMUSG00000113302,Gm32219,Gm32219
ENSMUSG00000114005,Gm24474,Gm24474
ENSMUSG00000114159,Gm48866,Gm48866
ENSMUSG00000112950,Gm32369,Gm32369
ENSMUSG00000113900,Gm40437,Gm40437
ENSMUSG00000048285,Frmd6,Frmd6
ENSMUSG00000113584,Gm46355,Gm46355
ENSMUSG00000113707,Gm10457,Gm10457
ENSMUSG00000021076,Actr10,Actr10
ENSMUSG00000060073,Psma3,Psma3
ENSMUSG00000085622,3110056K07Rik,3110056K07Rik
ENSMUSG00000048118,Arid4a,Arid4a
ENSMUSG00000021078,Tomm20l,Tomm20l
ENSMUSG00000021079,Timm9,Timm9
ENSMUSG00000034601,2700049A03Rik,2700049A03Rik
ENSMUSG00000044548,Dact1,Dact1
ENSMUSG00000087109,4930474H06Rik,4930474H06Rik
ENSMUSG00000113278,Gm33016,Gm33016
ENSMUSG00000113441,Gm40438,Gm40438
ENSMUSG00000100668,1700083H02Rik,1700083H02Rik
ENSMUSG00000113630,4930404H11Rik,4930404H11Rik
ENSMUSG00000114028,9630002D21Rik,9630002D21Rik
ENSMUSG00000034574,Daam1,Daam1
ENSMUSG00000043398,Gpr135,Gpr135
ENSMUSG00000019718,L3hypdh,L3hypdh
ENSMUSG00000005078,Jkamp,Jkamp
ENSMUSG00000021086,Ccdc175,Ccdc175
ENSMUSG00000021087,Rtn1,Rtn1
ENSMUSG00000021090,Lrrc9,Lrrc9
ENSMUSG00000034501,Pcnx4,Pcnx4
ENSMUSG00000109482,Gm4756,Gm4756
ENSMUSG00000021094,Dhrs7,Dhrs7
ENSMUSG00000021096,Ppm1a,Ppm1a
ENSMUSG00000113779,Gm33785,Gm33785
ENSMUSG00000021098,4930447C04Rik,4930447C04Rik
ENSMUSG00000021099,Six6,Six6
ENSMUSG00000097010,Gm26709,Gm26709
ENSMUSG00000051367,Six1,Six1
ENSMUSG00000034460,Six4,Six4
ENSMUSG00000021103,Mnat1,Mnat1
ENSMUSG00000034442,Trmt5,Trmt5
ENSMUSG00000044712,Slc38a6,Slc38a6
ENSMUSG00000113425,Gm48653,Gm48653
ENSMUSG00000056359,D830013O20Rik,D830013O20Rik
ENSMUSG00000113582,Gm33929,Gm33929
ENSMUSG00000114178,Gm48656,Gm48656
ENSMUSG00000113099,Gm34016,Gm34016
ENSMUSG00000034435,Tmem30b,Tmem30b
ENSMUSG00000113800,2210039B01Rik,2210039B01Rik
ENSMUSG00000021108,Prkch,Prkch
ENSMUSG00000113321,Gm8075,Gm8075
ENSMUSG00000113699,Gm48823,Gm48823
ENSMUSG00000087700,Gm15283,Gm15283
ENSMUSG00000021109,Hif1a,Hif1a
ENSMUSG00000021113,Snapc1,Snapc1
ENSMUSG00000044912,Syt16,Syt16
ENSMUSG00000100192,Gm29587,Gm29587
ENSMUSG00000029878,Dbpht2,Dbpht2
ENSMUSG00000113031,Gm34552,Gm34552
ENSMUSG00000079061,Gm11042,Gm11042
ENSMUSG00000113845,Gm39473,Gm39473
ENSMUSG00000113974,4930442G10Rik,4930442G10Rik
ENSMUSG00000034402,Kcnh5,Kcnh5
ENSMUSG00000046768,Rhoj,Rhoj
ENSMUSG00000048982,Gphb5,Gphb5
ENSMUSG00000021051,Ppp2r5e,Ppp2r5e
ENSMUSG00000112459,Gm47689,Gm47689
ENSMUSG00000045690,Wdr89,Wdr89
ENSMUSG00000118552,AC124742.1,AC124742.1
ENSMUSG00000021054,Sgpp1,Sgpp1
ENSMUSG00000063450,Syne2,Syne2
ENSMUSG00000021055,Esr2,Esr2
ENSMUSG00000021056,Tex21,Tex21
ENSMUSG00000112274,Gm47525,Gm47525
ENSMUSG00000021048,Mthfd1,Mthfd1
ENSMUSG00000112784,Gm34868,Gm34868
ENSMUSG00000021057,Akap5,Akap5
ENSMUSG00000056459,Zbtb25,Zbtb25
ENSMUSG00000033454,Zbtb1,Zbtb1
ENSMUSG00000097323,4930426I24Rik,4930426I24Rik
ENSMUSG00000059970,Hspa2,Hspa2
ENSMUSG00000052221,Ppp1r36,Ppp1r36
ENSMUSG00000073000,Gm10451,Gm10451
ENSMUSG00000052609,Plekhg3,Plekhg3
ENSMUSG00000112388,AI463170,AI463170
ENSMUSG00000021061,Sptb,Sptb
ENSMUSG00000090258,Churc1,Churc1
ENSMUSG00000033373,Fntb,Fntb
ENSMUSG00000042808,Gpx2,Gpx2
ENSMUSG00000021062,Rab15,Rab15
ENSMUSG00000059436,Max,Max
ENSMUSG00000112857,Gm35041,Gm35041
ENSMUSG00000112030,Gm35189,Gm35189
ENSMUSG00000112150,9530018F02Rik,9530018F02Rik
ENSMUSG00000021065,Fut8,Fut8
ENSMUSG00000112392,Gm35240,Gm35240
ENSMUSG00000111903,4930458K08Rik,4930458K08Rik
ENSMUSG00000099418,Gm6657,Gm6657
ENSMUSG00000112302,Gm48226,Gm48226
ENSMUSG00000047454,Gphn,Gphn
ENSMUSG00000056987,Fam71d,Fam71d
ENSMUSG00000021112,Mpp5,Mpp5
ENSMUSG00000021114,Atp6v1d,Atp6v1d
ENSMUSG00000021116,Eif2s1,Eif2s1
ENSMUSG00000021118,Plek2,Plek2
ENSMUSG00000046157,Tmem229b,Tmem229b
ENSMUSG00000060716,Plekhh1,Plekhh1
ENSMUSG00000021120,Pigh,Pigh
ENSMUSG00000112489,9230116L04Rik,9230116L04Rik
ENSMUSG00000021125,Arg2,Arg2
ENSMUSG00000111929,Gm48780,Gm48780
ENSMUSG00000021124,Vti1b,Vti1b
ENSMUSG00000066441,Rdh11,Rdh11
ENSMUSG00000021123,Rdh12,Rdh12
ENSMUSG00000066440,Zfyve26,Zfyve26
ENSMUSG00000059060,Rad51b,Rad51b
ENSMUSG00000112765,9430078K24Rik,9430078K24Rik
ENSMUSG00000111933,Gm36660,Gm36660
ENSMUSG00000112386,Gm47752,Gm47752
ENSMUSG00000021127,Zfp36l1,Zfp36l1
ENSMUSG00000112545,1300014J16Rik,1300014J16Rik
ENSMUSG00000097729,2310015A10Rik,2310015A10Rik
ENSMUSG00000015143,Actn1,Actn1
ENSMUSG00000112830,Gm47765,Gm47765
ENSMUSG00000112852,Gm47767,Gm47767
ENSMUSG00000112336,Gm47766,Gm47766
ENSMUSG00000049106,Dcaf5,Dcaf5
ENSMUSG00000112285,Gm50278,Gm50278
ENSMUSG00000112278,Gm30025,Gm30025
ENSMUSG00000032705,Exd2,Exd2
ENSMUSG00000112701,2310002D06Rik,2310002D06Rik
ENSMUSG00000097801,Gm26777,Gm26777
ENSMUSG00000021130,Galnt16,Galnt16
ENSMUSG00000112421,4933406B15Rik,4933406B15Rik
ENSMUSG00000021131,Erh,Erh
ENSMUSG00000112288,Gm47879,Gm47879
ENSMUSG00000048833,Slc39a9,Slc39a9
ENSMUSG00000044062,Plekhd1os,Plekhd1os
ENSMUSG00000066438,Plekhd1,Plekhd1
ENSMUSG00000062961,Ccdc177,Ccdc177
ENSMUSG00000097575,Gm26796,Gm26796
ENSMUSG00000112093,Gm47941,Gm47941
ENSMUSG00000021133,Susd6,Susd6
ENSMUSG00000101912,1700052I22Rik,1700052I22Rik
ENSMUSG00000112880,Gm20337,Gm20337
ENSMUSG00000021134,Srsf5,Srsf5
ENSMUSG00000021135,Slc10a1,Slc10a1
ENSMUSG00000021136,Smoc1,Smoc1
ENSMUSG00000079055,Slc8a3,Slc8a3
ENSMUSG00000098128,Gm3693,Gm3693
ENSMUSG00000091803,Cox16,Cox16
ENSMUSG00000072974,Gm4787,Gm4787
ENSMUSG00000072972,Adam4,Adam4
ENSMUSG00000099478,Gm28370,Gm28370
ENSMUSG00000090935,Synj2bp,Synj2bp
ENSMUSG00000091587,Gm17191,Gm17191
ENSMUSG00000091947,6530401F13Rik,6530401F13Rik
ENSMUSG00000008438,Adam21,Adam21
ENSMUSG00000002679,Med6,Med6
ENSMUSG00000090244,Gm16572,Gm16572
ENSMUSG00000042734,Ttc9,Ttc9
ENSMUSG00000113184,Gm49654,Gm49654
ENSMUSG00000042724,Map3k9,Map3k9
ENSMUSG00000113303,4930423D22Rik,4930423D22Rik
ENSMUSG00000113950,Gm47080,Gm47080
ENSMUSG00000021140,Pcnx,Pcnx
ENSMUSG00000113622,Gm49749,Gm49749
ENSMUSG00000113746,Gm48242,Gm48242
ENSMUSG00000042700,Sipa1l1,Sipa1l1
ENSMUSG00000021219,Rgs6,Rgs6
ENSMUSG00000100890,1700085C21Rik,1700085C21Rik
ENSMUSG00000102029,Gm29530,Gm29530
ENSMUSG00000021221,Dpf3,Dpf3
ENSMUSG00000021222,Dcaf4,Dcaf4
ENSMUSG00000042628,Zfyve1,Zfyve1
ENSMUSG00000010608,Rbm25,Rbm25
ENSMUSG00000099708,Gm29361,Gm29361
ENSMUSG00000019969,Psen1,Psen1
ENSMUSG00000114050,Gm47666,Gm47666
ENSMUSG00000021223,Papln,Papln
ENSMUSG00000021224,Numb,Numb
ENSMUSG00000114150,Gm46367,Gm46367
ENSMUSG00000096953,Gm26571,Gm26571
ENSMUSG00000046791,Riox1,Riox1
ENSMUSG00000090843,Heatr4,Heatr4
ENSMUSG00000021226,Acot2,Acot2
ENSMUSG00000072949,Acot1,Acot1
ENSMUSG00000052392,Acot4,Acot4
ENSMUSG00000097762,4732463B04Rik,4732463B04Rik
